decimalLatitude	decimalLongitude	date	language	license	modified	publisher	decimalLatitude	decimalLongitude	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	gbifID	accessRights	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	date	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks			coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
		1/1/81	es	CC_BY_4_0	2021-04-08T00:00:00Z				Event	2583	0	6ce6ed2512371e290adf5c63d0c32a75	ECOSUR	NO APLICA	Inventario de aves y mamíferos en humedales de Laguna de Términos y Pantanos de Centla en Tabasco y Campeche	"El Colegio de la Frontera Sur, Unidad Campeche"	HUMAN_OBSERVATION		3306356125		65a39bf0614a8a6afb5f01640d2bb794	NO APLICA		ELHP; JATC		2			Mixed	Adult									PRESENT	NO APLICA																					NO APLICA	9/21/15	30/12/1899 09:51:00 a.m.	264	264	2015	9	21		SELVA MEDIANA							31			NORTH_AMERICA				MX	Campeche	CARMEN		"Nicté-ha_Santa Gertrudis, 6 km al NO del Mameyal y 15.6 km al E de El Porvenir, Ciudad del Carmen"														grados minutos segundos								"Mapa, SIG Google Earth 7.1, Agosto 2015"																				8891			NotAType	ELHP; JATC						6149fdf65f078b0d8be8a59439e052c3	34460							"Panthera onca (Linnaeus, 1758)"	Panthera onca	Panthera		"Kitchener, Breitenmoser-Würsten, Eizirik, Gentry, Werdelin, Wilting, Yamaguchi, Abramov, Christiansen, Driscoll, Duckworth, Johnson, Luo, Meijaard, O’Donoghue, Sanderson, Seymour, Bruford, Groves, Hoffmann, Nowell, Timmons & Tobe, 2017"	"Syst. Nat., 10th ed. 1: 42. 1758"	0	Animalia; Chordata; Mammalia; Carnivora; Felidae; Panthera	Animalia	Chordata	Mammalia	Carnivora		Felidae				Panthera	Panthera			onca			SPECIES		"jaguar, tigre, bolon, barum, balúm, balam, balam (Maya), balúm (Maya), barum (Maya), bolon (Maya), jaguar, tecuán, tigre"		ACCEPTED			a984bfc4-ab1f-4e4e-bc7f-e84314f5328f	MX	2025-02-01T00:07:37.205Z	2.5	2.5	0	0		COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		FALSE	TRUE	5219426	5219426	1	44	359	732	9703	2435194		5219426	Panthera onca	"Panthera onca (Linnaeus, 1758)"	Panthera onca		EML	2025-02-01T00:07:37.205Z	2025-01-22T19:57:02.861Z	FALSE		SNIB-LH009-LH0091810F-ND	FALSE	LATIN_AMERICA	LATIN_AMERICA									NT
		5/1/85	es	CC_BY_4_0	2021-04-08T00:00:00Z				Event	2583	0	6ce6ed2512371e290adf5c63d0c32a75	ECOSUR	NO APLICA	Inventario de aves y mamíferos en humedales de Laguna de Términos y Pantanos de Centla en Tabasco y Campeche	"El Colegio de la Frontera Sur, Unidad Campeche"	HUMAN_OBSERVATION		3306355695		3b16f1760f9b0597c2d08450d90c49b8	NO APLICA		ELHP; JATC		1			Indeterminate	Adult									PRESENT	NO APLICA																					NO APLICA	9/20/15	30/12/1899 07:29:00 p.m.	263	263	2015	9	20		SELVA MEDIANA							31			NORTH_AMERICA				MX	Campeche	CARMEN		"Nicté-ha_Santa Gertrudis, 6 km al NO del Mameyal y 15.6 km al E de El Porvenir, Ciudad del Carmen"														grados minutos segundos								"Mapa, SIG Google Earth 7.1, Agosto 2015"																				8888			NotAType	ELHP; JATC						6149fdf65f078b0d8be8a59439e052c3	34460							"Panthera onca (Linnaeus, 1758)"	Panthera onca	Panthera		"Kitchener, Breitenmoser-Würsten, Eizirik, Gentry, Werdelin, Wilting, Yamaguchi, Abramov, Christiansen, Driscoll, Duckworth, Johnson, Luo, Meijaard, O’Donoghue, Sanderson, Seymour, Bruford, Groves, Hoffmann, Nowell, Timmons & Tobe, 2017"	"Syst. Nat., 10th ed. 1: 42. 1758"	0	Animalia; Chordata; Mammalia; Carnivora; Felidae; Panthera	Animalia	Chordata	Mammalia	Carnivora		Felidae				Panthera	Panthera			onca			SPECIES		"jaguar, tigre, bolon, barum, balúm, balam, balam (Maya), balúm (Maya), barum (Maya), bolon (Maya), jaguar, tecuán, tigre"		ACCEPTED			a984bfc4-ab1f-4e4e-bc7f-e84314f5328f	MX	2025-02-01T00:07:36.631Z	2.5	2.5	0	0		COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		FALSE	TRUE	5219426	5219426	1	44	359	732	9703	2435194		5219426	Panthera onca	"Panthera onca (Linnaeus, 1758)"	Panthera onca		EML	2025-02-01T00:07:36.631Z	2025-01-22T19:57:02.861Z	FALSE		SNIB-LH009-LH0091810F-ND	FALSE	LATIN_AMERICA	LATIN_AMERICA									NT
		12/1/85	es	CC_BY_4_0	2021-03-22T00:00:00Z				Event	2583	0	6ce6ed2512371e290adf5c63d0c32a75	ECOSUR	NO APLICA	Inventario de aves y mamíferos en humedales de Laguna de Términos y Pantanos de Centla en Tabasco y Campeche	"El Colegio de la Frontera Sur, Unidad Campeche"	HUMAN_OBSERVATION		3306355035		53eb757fc090765a821311cb1a434e0d	NO APLICA		ELHP; JDCV; TECC; MRM; MATC; JATC; KPBJ		1			Indeterminate										PRESENT	NO APLICA							Huella														NO APLICA	5/22/15	30/12/1899 08:21:00 a.m.	142	142	2015	5	22		SELVA MEDIANA							19			NORTH_AMERICA				MX	Campeche	CARMEN		"Rancho R1, 3.5 km al SO de Calax, 19.8 km al SO de Sabancuy, camino de terracería Calax-R1"														grados minutos segundos								"Mapa, SIG Google Earth 7.1, Junio 2015"																				8175			NotAType	ELHP; JDCV; TECC; MRM; MATC; JATC; KPBJ						6149fdf65f078b0d8be8a59439e052c3	34460							"Panthera onca (Linnaeus, 1758)"	Panthera onca	Panthera		"Kitchener, Breitenmoser-Würsten, Eizirik, Gentry, Werdelin, Wilting, Yamaguchi, Abramov, Christiansen, Driscoll, Duckworth, Johnson, Luo, Meijaard, O’Donoghue, Sanderson, Seymour, Bruford, Groves, Hoffmann, Nowell, Timmons & Tobe, 2017"	"Syst. Nat., 10th ed. 1: 42. 1758"	0	Animalia; Chordata; Mammalia; Carnivora; Felidae; Panthera	Animalia	Chordata	Mammalia	Carnivora		Felidae				Panthera	Panthera			onca			SPECIES		"jaguar, tigre, bolon, barum, balúm, balam, balam (Maya), balúm (Maya), barum (Maya), bolon (Maya), jaguar, tecuán, tigre"		ACCEPTED			a984bfc4-ab1f-4e4e-bc7f-e84314f5328f	MX	2025-02-01T00:07:37.515Z	2.5	2.5	0	0		COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		FALSE	TRUE	5219426	5219426	1	44	359	732	9703	2435194		5219426	Panthera onca	"Panthera onca (Linnaeus, 1758)"	Panthera onca		EML	2025-02-01T00:07:37.515Z	2025-01-22T19:57:02.861Z	FALSE		SNIB-LH009-LH0091810F-ND	FALSE	LATIN_AMERICA	LATIN_AMERICA									NT
		1/1/17	es	CC_BY_4_0	2021-04-08T00:00:00Z				Event	2583	0	6ce6ed2512371e290adf5c63d0c32a75	ECOSUR	NO APLICA	Inventario de aves y mamíferos en humedales de Laguna de Términos y Pantanos de Centla en Tabasco y Campeche	"El Colegio de la Frontera Sur, Unidad Campeche"	HUMAN_OBSERVATION		3306354882		826b5612028cd5f10160436c5f13d5f5	NO APLICA		ELHP; JATC		1			Female	Adult									PRESENT	NO APLICA																					NO APLICA	9/20/15	30/12/1899 07:19:00 a.m.	263	263	2015	9	20		SELVA MEDIANA							31			NORTH_AMERICA				MX	Campeche	CARMEN		"Nicté-ha_Santa Gertrudis, 6 km al NO del Mameyal y 15.6 km al E de El Porvenir, Ciudad del Carmen"														grados minutos segundos								"Mapa, SIG Google Earth 7.1, Agosto 2015"																				8763			NotAType	ELHP; JATC						6149fdf65f078b0d8be8a59439e052c3	34460							"Panthera onca (Linnaeus, 1758)"	Panthera onca	Panthera		"Kitchener, Breitenmoser-Würsten, Eizirik, Gentry, Werdelin, Wilting, Yamaguchi, Abramov, Christiansen, Driscoll, Duckworth, Johnson, Luo, Meijaard, O’Donoghue, Sanderson, Seymour, Bruford, Groves, Hoffmann, Nowell, Timmons & Tobe, 2017"	"Syst. Nat., 10th ed. 1: 42. 1758"	0	Animalia; Chordata; Mammalia; Carnivora; Felidae; Panthera	Animalia	Chordata	Mammalia	Carnivora		Felidae				Panthera	Panthera			onca			SPECIES		"jaguar, tigre, bolon, barum, balúm, balam, balam (Maya), balúm (Maya), barum (Maya), bolon (Maya), jaguar, tecuán, tigre"		ACCEPTED			a984bfc4-ab1f-4e4e-bc7f-e84314f5328f	MX	2025-02-01T00:07:37.707Z	2.5	2.5	0	0		COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		FALSE	TRUE	5219426	5219426	1	44	359	732	9703	2435194		5219426	Panthera onca	"Panthera onca (Linnaeus, 1758)"	Panthera onca		EML	2025-02-01T00:07:37.707Z	2025-01-22T19:57:02.861Z	FALSE		SNIB-LH009-LH0091810F-ND	FALSE	LATIN_AMERICA	LATIN_AMERICA									NT
		1/1/81	es	CC_BY_4_0	2021-04-08T00:00:00Z				Event	2583	0	6ce6ed2512371e290adf5c63d0c32a75	ECOSUR	NO APLICA	Inventario de aves y mamíferos en humedales de Laguna de Términos y Pantanos de Centla en Tabasco y Campeche	"El Colegio de la Frontera Sur, Unidad Campeche"	HUMAN_OBSERVATION		3306354483		dd0f853720c3401d981ee62ed5430f80	NO APLICA		ELHP; JATC		1			Male	Adult									PRESENT	NO APLICA																					NO APLICA	10/2/15	30/12/1899 06:36:00 p.m.	275	275	2015	10	2		SELVA MEDIANA							31			NORTH_AMERICA				MX	Campeche	CARMEN		"Nicté-ha_Santa Gertrudis, 6 km al NO del Mameyal y 15.6 km al E de El Porvenir, Ciudad del Carmen"														grados minutos segundos								"Mapa, SIG Google Earth 7.1, Agosto 2015"																				8766			NotAType	ELHP; JATC						6149fdf65f078b0d8be8a59439e052c3	34460							"Panthera onca (Linnaeus, 1758)"	Panthera onca	Panthera		"Kitchener, Breitenmoser-Würsten, Eizirik, Gentry, Werdelin, Wilting, Yamaguchi, Abramov, Christiansen, Driscoll, Duckworth, Johnson, Luo, Meijaard, O’Donoghue, Sanderson, Seymour, Bruford, Groves, Hoffmann, Nowell, Timmons & Tobe, 2017"	"Syst. Nat., 10th ed. 1: 42. 1758"	0	Animalia; Chordata; Mammalia; Carnivora; Felidae; Panthera	Animalia	Chordata	Mammalia	Carnivora		Felidae				Panthera	Panthera			onca			SPECIES		"jaguar, tigre, bolon, barum, balúm, balam, balam (Maya), balúm (Maya), barum (Maya), bolon (Maya), jaguar, tecuán, tigre"		ACCEPTED			a984bfc4-ab1f-4e4e-bc7f-e84314f5328f	MX	2025-02-01T00:07:37.159Z	2.5	2.5	0	0		COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		FALSE	TRUE	5219426	5219426	1	44	359	732	9703	2435194		5219426	Panthera onca	"Panthera onca (Linnaeus, 1758)"	Panthera onca		EML	2025-02-01T00:07:37.159Z	2025-01-22T19:57:02.861Z	FALSE		SNIB-LH009-LH0091810F-ND	FALSE	LATIN_AMERICA	LATIN_AMERICA									NT
		1/1/83	es	CC_BY_4_0	2021-03-22T00:00:00Z				Event	2583	0	6ce6ed2512371e290adf5c63d0c32a75	ECOSUR	NO APLICA	Inventario de aves y mamíferos en humedales de Laguna de Términos y Pantanos de Centla en Tabasco y Campeche	"El Colegio de la Frontera Sur, Unidad Campeche"	HUMAN_OBSERVATION		3306353983		060f7c10c3d16f027b1e54ecad2e2c4b	NO APLICA		ELHP; JATC		1			Indeterminate										PRESENT	NO APLICA																					NO APLICA	5/23/15	30/12/1899 10:00:00 a.m.	143	143	2015	5	23		Manglar							20			NORTH_AMERICA				MX	Campeche	CARMEN		"Tixchel, 7.7 km al NE de Calax, 11.5 km al SE de Sabancuy, sobre el camino de terracería Sabancuy-Calax"														grados minutos segundos								"Mapa, SIG Google Earth 7.1, Junio 2015"																				8180			NotAType	ELHP; JATC						6149fdf65f078b0d8be8a59439e052c3	34460							"Panthera onca (Linnaeus, 1758)"	Panthera onca	Panthera		"Kitchener, Breitenmoser-Würsten, Eizirik, Gentry, Werdelin, Wilting, Yamaguchi, Abramov, Christiansen, Driscoll, Duckworth, Johnson, Luo, Meijaard, O’Donoghue, Sanderson, Seymour, Bruford, Groves, Hoffmann, Nowell, Timmons & Tobe, 2017"	"Syst. Nat., 10th ed. 1: 42. 1758"	0	Animalia; Chordata; Mammalia; Carnivora; Felidae; Panthera	Animalia	Chordata	Mammalia	Carnivora		Felidae				Panthera	Panthera			onca			SPECIES		"jaguar, tigre, bolon, barum, balúm, balam, balam (Maya), balúm (Maya), barum (Maya), bolon (Maya), jaguar, tecuán, tigre"		ACCEPTED			a984bfc4-ab1f-4e4e-bc7f-e84314f5328f	MX	2025-02-01T00:07:36.725Z	2.5	2.5	0	0		COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		FALSE	TRUE	5219426	5219426	1	44	359	732	9703	2435194		5219426	Panthera onca	"Panthera onca (Linnaeus, 1758)"	Panthera onca		EML	2025-02-01T00:07:36.725Z	2025-01-22T19:57:02.861Z	FALSE		SNIB-LH009-LH0091810F-ND	FALSE	LATIN_AMERICA	LATIN_AMERICA									NT
		1/1/10	es	CC_BY_4_0	2021-04-08T00:00:00Z				Event	2583	0	6ce6ed2512371e290adf5c63d0c32a75	ECOSUR	NO APLICA	Inventario de aves y mamíferos en humedales de Laguna de Términos y Pantanos de Centla en Tabasco y Campeche	"El Colegio de la Frontera Sur, Unidad Campeche"	HUMAN_OBSERVATION		3306353943		df22f52452beb22ecc8fa78a92de7c66	NO APLICA		ELHP; JATC		1			Indeterminate										PRESENT	NO APLICA																					NO APLICA	8/12/15	30/12/1899 10:00:00 a.m.	224	224	2015	8	12		Selva baja inundable							31			NORTH_AMERICA				MX	Campeche	CARMEN		"Nicté-ha_Santa Gertrudis, 6 km al NO del Mameyal y 15.6 km al E de El Porvenir, Ciudad del Carmen"														grados minutos segundos								"Mapa, SIG Google Earth 7.1, Agosto 2015"																				8414			NotAType	ELHP; JATC						6149fdf65f078b0d8be8a59439e052c3	34460							"Panthera onca (Linnaeus, 1758)"	Panthera onca	Panthera		"Kitchener, Breitenmoser-Würsten, Eizirik, Gentry, Werdelin, Wilting, Yamaguchi, Abramov, Christiansen, Driscoll, Duckworth, Johnson, Luo, Meijaard, O’Donoghue, Sanderson, Seymour, Bruford, Groves, Hoffmann, Nowell, Timmons & Tobe, 2017"	"Syst. Nat., 10th ed. 1: 42. 1758"	0	Animalia; Chordata; Mammalia; Carnivora; Felidae; Panthera	Animalia	Chordata	Mammalia	Carnivora		Felidae				Panthera	Panthera			onca			SPECIES		"jaguar, tigre, bolon, barum, balúm, balam, balam (Maya), balúm (Maya), barum (Maya), bolon (Maya), jaguar, tecuán, tigre"		ACCEPTED			a984bfc4-ab1f-4e4e-bc7f-e84314f5328f	MX	2025-02-01T00:07:37.144Z	2.5	2.5	0	0		COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		FALSE	TRUE	5219426	5219426	1	44	359	732	9703	2435194		5219426	Panthera onca	"Panthera onca (Linnaeus, 1758)"	Panthera onca		EML	2025-02-01T00:07:37.144Z	2025-01-22T19:57:02.861Z	FALSE		SNIB-LH009-LH0091810F-ND	FALSE	LATIN_AMERICA	LATIN_AMERICA									NT
		4/1/79	es	CC_BY_4_0	2021-04-08T00:00:00Z				Event	2583	0	6ce6ed2512371e290adf5c63d0c32a75	ECOSUR	NO APLICA	Inventario de aves y mamíferos en humedales de Laguna de Términos y Pantanos de Centla en Tabasco y Campeche	"El Colegio de la Frontera Sur, Unidad Campeche"	HUMAN_OBSERVATION		3306351972		402d325fd7a6e58f7615c18117075189	NO APLICA		ELHP; JATC		1			Indeterminate										PRESENT	NO APLICA																					NO APLICA	8/12/15	30/12/1899 09:00:00 p.m.	224	224	2015	8	12		Selva baja inundable							31			NORTH_AMERICA				MX	Campeche	CARMEN		"Nicté-ha_Santa Gertrudis, 6 km al NO del Mameyal y 15.6 km al E de El Porvenir, Ciudad del Carmen"														grados minutos segundos								"Mapa, SIG Google Earth 7.1, Agosto 2015"																				8415			NotAType	ELHP; JATC						6149fdf65f078b0d8be8a59439e052c3	34460							"Panthera onca (Linnaeus, 1758)"	Panthera onca	Panthera		"Kitchener, Breitenmoser-Würsten, Eizirik, Gentry, Werdelin, Wilting, Yamaguchi, Abramov, Christiansen, Driscoll, Duckworth, Johnson, Luo, Meijaard, O’Donoghue, Sanderson, Seymour, Bruford, Groves, Hoffmann, Nowell, Timmons & Tobe, 2017"	"Syst. Nat., 10th ed. 1: 42. 1758"	0	Animalia; Chordata; Mammalia; Carnivora; Felidae; Panthera	Animalia	Chordata	Mammalia	Carnivora		Felidae				Panthera	Panthera			onca			SPECIES		"jaguar, tigre, bolon, barum, balúm, balam, balam (Maya), balúm (Maya), barum (Maya), bolon (Maya), jaguar, tecuán, tigre"		ACCEPTED			a984bfc4-ab1f-4e4e-bc7f-e84314f5328f	MX	2025-02-01T00:07:37.605Z	2.5	2.5	0	0		COORDINATE_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		FALSE	TRUE	5219426	5219426	1	44	359	732	9703	2435194		5219426	Panthera onca	"Panthera onca (Linnaeus, 1758)"	Panthera onca		EML	2025-02-01T00:07:37.605Z	2025-01-22T19:57:02.861Z	FALSE		SNIB-LH009-LH0091810F-ND	FALSE	LATIN_AMERICA	LATIN_AMERICA									NT
17.149917	-88.608543	1/1/80		CC_BY_NC_4_0	2025-02-07T21:49:36Z		17.149917	-88.608543					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 185143m to protect threatened taxon	3302372807		https://www.inaturalist.org/observations/81556035	81556035		Andrei Matos										alive					PRESENT																							6/1/21	22:17:00Z	152	152	2021	6	1	2021/06/01 10:17 PM UTC											NORTH_AMERICA				BZ	Cayo														185143																															180348368				Andrei Matos		2021-06-04T13:28:30				41970								"Panthera onca (Linnaeus, 1758)"								Animalia	Chordata	Mammalia	Carnivora		Felidae				Panthera	Panthera			onca			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2025-02-16T13:11:32.364Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED	StillImage	TRUE	FALSE	5219426	5219426	1	44	359	732	9703	2435194		5219426	Panthera onca	"Panthera onca (Linnaeus, 1758)"	Panthera onca		DWC_ARCHIVE	2025-02-16T13:11:32.364Z	2025-02-16T04:52:36.717Z	TRUE			FALSE	LATIN_AMERICA	NORTH_AMERICA	BLZ	Belize	BLZ.2_1	Cayo					NT
21.655958	-105.459487	9/1/81		CC_BY_NC_4_0	2021-05-31T00:47:43Z		21.655958	-105.459487					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 30357m to protect threatened taxon	3301868383		https://www.inaturalist.org/observations/80837822	80837822		nachovallarta															PRESENT																							5/18/21	12:25:00-06:00	138	138	2021	5	18	2021/05/18 12:25 PM MDT											NORTH_AMERICA				MX	Nayarit				"Nayarit, MX"										30357																															178919886				nachovallarta		2021-05-30T05:08:17				41970								"Panthera onca (Linnaeus, 1758)"								Animalia	Chordata	Mammalia	Carnivora		Felidae				Panthera	Panthera			onca			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	MX	2025-02-16T13:10:47.191Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED	StillImage	TRUE	FALSE	5219426	5219426	1	44	359	732	9703	2435194		5219426	Panthera onca	"Panthera onca (Linnaeus, 1758)"	Panthera onca		DWC_ARCHIVE	2025-02-16T13:10:47.191Z	2025-02-16T04:52:36.717Z	FALSE			FALSE	LATIN_AMERICA	LATIN_AMERICA									NT
21.673256	-105.595534	4/14/86		CC_BY_NC_4_0	2021-06-01T18:24:45Z		21.673256	-105.595534					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 30357m to protect threatened taxon	3301866445		https://www.inaturalist.org/observations/80837721	80837721		nachovallarta															PRESENT																							5/18/21	12:22:00-06:00	138	138	2021	5	18	2021/05/18 12:22 PM MDT															MX	Nayarit				"Nayarit, MX"										30357																															178919703				nachovallarta		2021-05-30T05:07:05				41970								"Panthera onca (Linnaeus, 1758)"								Animalia	Chordata	Mammalia	Carnivora		Felidae				Panthera	Panthera			onca			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	MX	2025-02-16T13:10:46.755Z						COORDINATE_ROUNDED;TAXON_MATCH_TAXON_ID_IGNORED	StillImage	TRUE	FALSE	5219426	5219426	1	44	359	732	9703	2435194		5219426	Panthera onca	"Panthera onca (Linnaeus, 1758)"	Panthera onca		DWC_ARCHIVE	2025-02-16T13:10:46.755Z	2025-02-16T04:52:36.717Z	FALSE			FALSE	LATIN_AMERICA	LATIN_AMERICA									NT
21.714658	-105.519191	1/1/17		CC_BY_NC_4_0	2021-05-30T18:50:56Z		21.714658	-105.519191					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 30357m to protect threatened taxon	3301786907		https://www.inaturalist.org/observations/80837596	80837596		nachovallarta															PRESENT																							5/13/21	13:38:00-06:00	133	133	2021	5	13	2021/05/13 1:38 PM MDT											NORTH_AMERICA				MX	Nayarit				"Nayarit, MX"										30357																															178919375				nachovallarta		2021-05-30T05:04:35				41970								"Panthera onca (Linnaeus, 1758)"								Animalia	Chordata	Mammalia	Carnivora		Felidae				Panthera	Panthera			onca			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	MX	2025-02-16T13:10:46.724Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED	StillImage	TRUE	FALSE	5219426	5219426	1	44	359	732	9703	2435194		5219426	Panthera onca	"Panthera onca (Linnaeus, 1758)"	Panthera onca		DWC_ARCHIVE	2025-02-16T13:10:46.724Z	2025-02-16T04:52:36.717Z	FALSE			FALSE	LATIN_AMERICA	LATIN_AMERICA									NT
